Link_Produk,Harga,Nama_Produk,Lokasi_Produk,tipe_mobil,Platform,Tahun,Kilometer Mobil,Jenis_Mobil
https://www.olx.co.id/item/toyota-hilux-g-2019-4x2-manual-white-iid-929598570,350000000.0,Toyota HILUX,Kebayoran Baru,manual,olx,2019,85000.0,Toyota
https://www.olx.co.id/item/mitsubishi-colt-diesel-fe-71-110ps-4r-box-alumunium-2018-terawat-iid-929598447,224900000.0,Mitsubishi Colt,Pesanggrahan,manual,olx,2018,90000.0,Mitsubishi
https://www.olx.co.id/item/mitsubishi-colt-diesel-fe-71-110ps-4r-box-alumunium-2018-terawat-iid-929598316,224900000.0,Mitsubishi Colt FE,Pesanggrahan,manual,olx,2018,90000.0,Mitsubishi
https://www.olx.co.id/item/mitsubishi-colt-diesel-fe-71-110ps-4r-box-alumunium-2018-terawat-iid-929598209,224900000.0,Mitsubishi FE 71,Pesanggrahan,manual,olx,2018,90000.0,Mitsubishi
https://www.olx.co.id/item/kia-picanto-2010-bensin-iid-929596078,55000000.0,Kia Picanto,Cilandak,manual,olx,2010,120000.0,KIA
https://www.olx.co.id/item/inova-e-mt-2015-iid-929595968,163000000.0,Toyota Kijang Innova,Cilandak,manual,olx,2015,140000.0,Toyota
https://www.olx.co.id/item/pajak-panjang-daihatsu-terios-15-r-bensin-mt-2017-abu-fzr-iid-929107774,126000000.0,Daihatsu Terios,Pondok Melati,manual,olx,2017,95000.0,Daihatsu
https://www.olx.co.id/item/dp-rendah-mazda-biante-20-bensin-at-2017-cszsas-crs-iid-929686131,190000000.0,Mazda Biante,Cipayung,automatic,olx,2017,65000.0,Mazda
https://www.olx.co.id/item/pajak-panjang-nissan-serena-20-highway-star-panoramic-at-2017-6af-iid-929328269,192000000.0,Nissan Serena,Medan Satria,automatic,olx,2017,100000.0,Nissan
https://www.olx.co.id/item/dp-rendah-nissan-serena-20-highway-star-panoramic-at-2016-skn-iid-929328116,182000000.0,Nissan Serena,Medan Satria,automatic,olx,2016,95000.0,Nissan
https://www.olx.co.id/item/dp-rendah-wuling-cortez-15-s-luxury-plus-bensin-at-2021-abu-3hf-iid-929328411,137000000.0,Wuling Cortez,Medan Satria,automatic,olx,2021,50000.0,Wuling
https://www.olx.co.id/item/low-km-mercedes-benz-g55-amg-55-at-tahun-2011-iid-929297187,3300000000.0,Mercedes-Benz G55,Kebayoran Lama,automatic,olx,2011,20000.0,Mercedes-Benz
https://www.olx.co.id/item/tdp-15-juta-mercy-glc200-amg-line-2018-glc250-x3-tiguan-cx5-gle400-iid-928576791,499000000.0,Mercedes-Benz GLC200,Cilandak,automatic,olx,2018,35000.0,Mercedes-Benz
https://www.olx.co.id/item/vw-id-buzz-2023-2024-like-ioniq-5-byd-seal-tesla-autohigh-iid-923393274,1650000000.0,Volkswagen Lain-lain,Jakarta Selatan,automatic,olx,2023,5000.0,Volkswagen
https://www.olx.co.id/item/dp10-km16000-alphard-g-atpm-2022-regsiter-2021-autohigh-iid-917559360,1075000000.0,Toyota Alphard,Kebayoran Baru,automatic,olx,2022,10000.0,Toyota
https://www.olx.co.id/item/km30rb-sunroof-wuling-cortez-l-lux-2018-matic-aokl-iid-929693362,138000000.0,Wuling Cortez,Kebayoran Lama,automatic,olx,2018,30000.0,Wuling
https://www.olx.co.id/item/city-hatchback-rs-sensing-jbl-version-iid-929345387,320000000.0,Honda City,Cilandak,automatic,olx,2023,5000.0,Honda
https://www.olx.co.id/item/hrv-rs-turbo-low-km-iid-928383575,410000000.0,Honda HR-V,Pasar Minggu,automatic,olx,2022,15000.0,Honda
https://www.olx.co.id/item/dp10-km51000-e300-amg-2018-black-register-2017-autohigh-iid-929519677,595000000.0,Mercedes-Benz E300,Jakarta Selatan,automatic,olx,2018,50000.0,Mercedes-Benz
https://www.olx.co.id/item/dp10-km65000-rx200-f-sport-2017-black-register-2016-autohigh-iid-929519581,750000000.0,Lexus RX200t,Kebayoran Baru,automatic,olx,2017,60000.0,Lexus
https://www.olx.co.id/item/km-22rb-mercedes-benz-e250-avantgarde-avg-w212-putih-20152016-iid-929692994,339000000.0,Mercedes-Benz E250,Cilandak,automatic,olx,2015,25000.0,Mercedes-Benz
https://www.olx.co.id/item/wow-wow-wow-tdp-2jt-honda-brio-12-satya-e-2020-iid-929692869,125000000.0,Honda Brio,Kebayoran Baru,automatic,olx,2020,10000.0,Honda
https://www.olx.co.id/item/mazda-cx5-elite-2017-istimewa-rawatan-aojg-iid-929692821,293000000.0,Mazda CX-5,Cilandak,automatic,olx,2017,80000.0,Mazda
https://www.olx.co.id/item/toyota-innova-20-v-luxury-captaiseat-2021-iid-929692688,309000000.0,Toyota Kijang Innova,Kebayoran Baru,automatic,olx,2021,15000.0,Toyota
https://www.olx.co.id/item/wajib-punya-toyota-alphard-25-g-atpm-2016-vellfire-x5-gle400-iid-929692655,539000000.0,Toyota Alphard,Kebayoran Baru,automatic,olx,2015,20000.0,Toyota
https://www.olx.co.id/item/real-bos-bmw-x5-g05-xdrive40i-xline-2020-gle450-740li-s500-530i-iid-929692506,845000000.0,BMW X5,Kebayoran Baru,automatic,olx,2020,10000.0,BMW
https://www.olx.co.id/item/pajak-panjang-nissan-march-12-l-bensin-at-2016-silver-skx-iid-929366200,111000000.0,Nissan March,Medan Satria,automatic,olx,2016,80000.0,Nissan
https://www.olx.co.id/item/pajak-panjang-mazda-2-15-v-bensin-at-2012-putih-kyn-iid-929366318,83000000.0,Mazda 2,Kemayoran,automatic,olx,2012,145000.0,Mazda
https://www.olx.co.id/item/pajak-panjang-toyota-rush-15-g-bensin-at-2019-putih-syw-iid-929366562,195000000.0,Toyota Rush,Kemayoran,automatic,olx,2019,75000.0,Toyota
https://www.olx.co.id/item/dp-rendah-honda-brv-15-e-bensin-at-2017-abu-abu-pig-iid-929391074,163000000.0,Honda BR-V,Medan Satria,automatic,olx,2017,100000.0,Honda
https://www.olx.co.id/item/dp-rendah-nissan-grand-livina-15-xv-bensin-at-2018-hitam-tvi-iid-929391004,134000000.0,Nissan Grand livina,Medan Satria,automatic,olx,2018,60000.0,Nissan
https://www.olx.co.id/item/dp10-km8000-land-cruiser-vxr-2023-2024-mdl-gr-2022-autohigh-iid-927798841,2275000000.0,Toyota Land Cruiser,Kebayoran Baru,automatic,olx,2023,5000.0,Toyota
https://www.olx.co.id/item/km-600-peraktoyota-alphard-hev-tss-at-2024-gress-like-new-iid-929535679,1670000000.0,Toyota Alphard,Cilandak,automatic,olx,2024,5000.0,Toyota
https://www.olx.co.id/item/dp10-km15000-vellfire-g-atpm-2021-2022-mdl-2020-2023-autohigh-iid-923019414,1025000000.0,Toyota Vellfire,Kebayoran Baru,automatic,olx,2021,10000.0,Toyota
https://www.olx.co.id/item/brio-rs-km-low-13rb-istimewah-iid-928634099,173000000.0,Honda Brio,Kebayoran Lama,automatic,olx,2022,10000.0,Honda
https://www.olx.co.id/item/tdp-10jt-wuling-almaz-15l-rs-pro-7seater-2021-suv-sunroof-panoramic-iid-929692402,210000000.0,Wuling Almaz RS,Kebayoran Baru,automatic,olx,2021,30000.0,Wuling
https://www.olx.co.id/item/nissan-xtrail-tdp8jt-25-facelift-at-2016-fulloriginalsepertibaruistw-iid-921876847,165000000.0,Nissan X-Trail,Cilandak,automatic,olx,2016,75000.0,Nissan
https://www.olx.co.id/item/toyota-yaris-trd-sportivo-at-2017-fulloriginal-sepertibaru-gresss-istw-iid-920620067,158000000.0,Toyota Yaris,Cilandak,automatic,olx,2017,70000.0,Toyota
https://www.olx.co.id/item/mercedes-benz-e-200-km75rb-2008-full-original-super-istimewa-antik-top-iid-918023397,118000000.0,Mercedes-Benz E-Class,Cilandak,automatic,olx,2008,75000.0,Mercedes-Benz
https://www.olx.co.id/item/toyota-voxy-20-at-fulloriginal-sepertibaru-gress-istimewa-iid-915938120,315000000.0,Toyota Voxy,Cilandak,automatic,olx,2019,65000.0,Toyota
https://www.olx.co.id/item/toyota-harrier-24-l-premium-full-original-super-istimewa-antik-iid-914287592,135000000.0,Toyota Harrier,Cilandak,automatic,olx,2008,115000.0,Toyota
https://www.olx.co.id/item/km-23-ribu-honda-city-hatchback-rs-sensing-2022-putih-pajak-panjang-iid-929692370,243000000.0,Honda City,Pasar Minggu,automatic,olx,2022,25000.0,Honda
https://www.olx.co.id/item/nissan-march-12-xs-at-2016-fulloriginal-sepertibaru-gresss-istimewa-iid-923567857,95000000.0,Nissan March,Cilandak,automatic,olx,2016,80000.0,Nissan
https://www.olx.co.id/item/nissan-serena-hws-2015-fulloriginal-sepertibaru-gresssss-sepertibaru-iid-928894451,128000000.0,Nissan Serena,Cilandak,automatic,olx,2015,80000.0,Nissan
https://www.olx.co.id/item/daihatsu-xenia-15-r-deluxe-at-2023-fulloriginal-sepertibaru-gressss-iid-929365091,185000000.0,Daihatsu Grand Xenia,Cilandak,automatic,olx,2023,30000.0,Daihatsu
https://www.olx.co.id/item/suzuki-ertiga-cruise-ss-hybrid-2024-terbaru-fulloriginal-sepertibaru-iid-929344125,218000000.0,Suzuki Ertiga,Cilandak,automatic,olx,2024,10000.0,Suzuki
https://www.olx.co.id/item/pajak-panjang-honda-hrv-15-s-bensin-at-2020-abu-abu-brb-iid-929396297,217000000.0,Honda HR-V,Medan Satria,automatic,olx,2020,125000.0,Honda
https://www.olx.co.id/item/pajak-panjang-toyota-corolla-altis-16-cng-bensin-at-2018-ms-iid-929464682,210000000.0,Toyota Corolla Altis,Cibubur,automatic,olx,2018,90000.0,Toyota
https://www.olx.co.id/item/dp-rendah-honda-hrv-15-e-special-edition-bensin-at-2019-tif-iid-929464793,222000000.0,Honda HR-V,Kemayoran,automatic,olx,2019,105000.0,Honda
https://www.olx.co.id/item/pajak-panjang-suzuki-ertiga-14-gl-bensin-at-2015-hitam-pga-iid-929475806,119000000.0,Suzuki Ertiga,Cibubur,automatic,olx,2015,100000.0,Suzuki
https://www.olx.co.id/item/pajak-panjang-honda-hrv-15-e-bensin-at-2016-biru-skj-iid-929492434,186000000.0,Honda HR-V,Medan Satria,automatic,olx,2016,85000.0,Honda
https://www.olx.co.id/item/mercedes-benz-glc250-4matic-exclusive-line-ckd-2016-iid-929544123,430000000.0,Mercedes-Benz GLC250,Kebayoran Baru,automatic,olx,2016,15000.0,Mercedes-Benz
https://www.olx.co.id/item/mercedes-benz-glc200-amg-line-x253-2018-iid-929591282,530000000.0,Mercedes-Benz GLC200,Kebayoran Baru,automatic,olx,2018,15000.0,Mercedes-Benz
https://www.olx.co.id/item/hrv-s-cvt-2019-abu-abu-metalik-iid-929581830,200000000.0,Honda HR-V,Kebayoran Lama,automatic,olx,2019,50000.0,Honda
https://www.olx.co.id/item/serena-ct-2011-at-siap-pakai-sudah-services-besar-murah-meriah-nyaman-iid-928565067,80000000.0,Nissan Serena,Cilandak,automatic,olx,2011,205000.0,Nissan
https://www.olx.co.id/item/range-rover-evoque-dinamic-luxury-2012-istimewa-iid-929692258,355000000.0,Land Rover Range Rover Evoque,Cilandak,automatic,olx,2012,70000.0,Land
https://www.olx.co.id/item/jual-fortuner-2013-diesel-barang-antik-an-pemilik-langsung-iid-928093906,265000000.0,Toyota Fortuner,Kebayoran Baru,automatic,olx,2013,135000.0,Toyota
https://www.olx.co.id/item/mitsubishi-pajero-sport-dakar-ultimate-nik-2019-diesel-iid-929692160,385000000.0,Mitsubishi Pajero Sport,Cilandak,automatic,olx,2019,15000.0,Mitsubishi
https://www.olx.co.id/item/toyota-kijang-innova-v-diesel-2021-km-51rb-iid-929692069,388000000.0,Toyota Kijang Innova,Kebayoran Lama,automatic,olx,2021,50000.0,Toyota
https://www.olx.co.id/item/dp-5-juta-km-low-daihatsu-terios-tx-adventure-2011-at-aokl-iid-929691945,108000000.0,Daihatsu Terios,Kebayoran Lama,automatic,olx,2011,90000.0,Daihatsu
https://www.olx.co.id/item/mazda-2-r-at-2010-tdp15jt-type-tertinggi-r-matic-automatic-iid-929452287,85000000.0,Mazda 2,Cilandak,automatic,olx,2010,120000.0,Mazda
https://www.olx.co.id/item/ford-ranger-double-cabin-2022-diesel-iid-928623765,450000000.0,Ford Ranger Double Cabin,Mampang Prapatan,automatic,olx,2023,5000.0,Ford
https://www.olx.co.id/item/mercedes-benz-mercy-ml-ml400-amg-2015-at-30-odo-35ribu-iid-929690834,399000000.0,Mercedes-Benz ML400,Kebayoran Baru,automatic,olx,2015,40000.0,Mercedes-Benz
https://www.olx.co.id/item/mercedes-benz-mercy-gla200-urban-2014-2015-at-16-odo-26ribu-iid-929690772,275000000.0,Mercedes-Benz GLA200,Mampang Prapatan,automatic,olx,2014,30000.0,Mercedes-Benz
https://www.olx.co.id/item/hyundai-santafe-santa-fe-xg-crdi-diesel-2019-at-22-km-61ribu-iid-929690702,375000000.0,Hyundai Santa Fe,Kebayoran Baru,automatic,olx,2019,60000.0,Hyundai
https://www.olx.co.id/item/antik-km-13rb-agya-12-gr-sport-2022-toyota-facelift-matic-2023-iid-928895445,142000000.0,Toyota Agya,Cilandak,automatic,olx,2022,10000.0,Toyota
https://www.olx.co.id/item/dp-rendah-wuling-cortez-18-l-lux-i-amt-bensin-at-2018-silver-byy-iid-929532680,134000000.0,Wuling Cortez,Medan Satria,automatic,olx,2018,90000.0,Wuling
https://www.olx.co.id/item/pajak-panjang-ford-fiesta-15-s-bensin-at-2014-putih-tmo-iid-929532607,85000000.0,Ford Fiesta,Mampang Prapatan,automatic,olx,2014,120000.0,Ford
https://www.olx.co.id/item/pajak-panjang-toyota-voxy-20-bensin-at-2018-putih-0sm-iid-929532737,313000000.0,Toyota Voxy,Cikampek,automatic,olx,2018,75000.0,Toyota
https://www.olx.co.id/item/dp-rendah-daihatsu-rocky-12-r-bensin-at-2021-merah-ffx-iid-929643117,202000000.0,Daihatsu Rocky,Medan Satria,automatic,olx,2021,65000.0,Daihatsu
https://www.olx.co.id/item/pajak-panjang-mazda-biante-20-bensin-at-2013-silver-ura-iid-929568707,132000000.0,Mazda Biante,Pinang (Penang),automatic,olx,2013,210000.0,Mazda
https://www.olx.co.id/item/hyundai-stargazer-15-style-at-2022-iid-929531108,199000000.0,Hyundai Stargazer,Kebayoran Baru,automatic,olx,2022,40000.0,Hyundai
https://www.olx.co.id/item/jeep-rubicon-jk-sported-2013-iid-929534039,850000000.0,Jeep Rubicon,Jakarta Selatan,automatic,olx,2013,95000.0,Jeep
https://www.olx.co.id/item/mobil-baru-promo-toyota-all-new-agya-2024-iid-928848444,162400000.0,Toyota Agya,Pesanggrahan,automatic,olx,2024,5000.0,Toyota
https://www.olx.co.id/item/tdp-7-juta-toyota-alphard-g-atpm-2013-good-condition-iid-929449952,285000000.0,Toyota Alphard,Jakarta Selatan,automatic,olx,2013,120000.0,Toyota
https://www.olx.co.id/item/toyota-corolla-cross-hybrid-2020-at-18l-km-31ribu-pajak-panjang-iid-929690512,320000000.0,Toyota Corolla,Mampang Prapatan,automatic,olx,2020,30000.0,Toyota
https://www.olx.co.id/item/di-jual-nissan-magnite-10-turbo-premium-two-tone-iid-928535093,215000000.0,Nissan Magnite,Pasar Minggu,automatic,olx,2021,30000.0,Nissan
https://www.olx.co.id/item/volkswagen-vw-tiguan-allspace-2021-iid-929690188,500000000.0,Volkswagen Tiguan Allspace,Kebayoran Lama,automatic,olx,2021,30000.0,Volkswagen
https://www.olx.co.id/item/pajero-sport-dakar-2022-mdl-ultimate-nik-2021-non-4x4-iid-929690122,414000000.0,Mitsubishi Pajero Sport,Kebayoran Lama,automatic,olx,2021,25000.0,Mitsubishi
https://www.olx.co.id/item/suzuki-ertiga-gx-hybrid-15-at-2023-abu-abu-premium-low-km-iid-929341732,212000000.0,Suzuki Ertiga,Cilandak,automatic,olx,2023,10000.0,Suzuki
https://www.olx.co.id/item/tdp-7jt-brio-satya-e-cvt-at-2017-honda-brio-matic-automatic-iid-928876414,120000000.0,Honda Brio Satya,Pancoran,automatic,olx,2017,45000.0,Honda
https://www.olx.co.id/item/yaris-15-trd-sportivo-at-20182019-odo-37rb-pjk-pjg-bln-625-airbag-7-iid-929689687,198000000.0,Toyota Yaris,Kebayoran Lama,automatic,olx,2018,40000.0,Toyota
https://www.olx.co.id/item/toyota-innova-zenix-g-bensin-2023-v-q-hybrid-modellista-hybrid-2024-iid-929689676,313000000.0,Toyota Kijang Innova,Kebayoran Lama,automatic,olx,2023,10000.0,Toyota
https://www.olx.co.id/item/alphard-g-atpm-2020-mdl-sc-premiun-sound-audioless-aless-2021-iid-929689372,749000000.0,Toyota Alphard,Kebayoran Lama,automatic,olx,2020,40000.0,Toyota
https://www.olx.co.id/item/nissan-march-2011-bensin-iid-929688940,81987654.0,Nissan March,Kebayoran Lama,automatic,olx,2011,120000.0,Nissan
https://www.olx.co.id/item/jual-mobil-kia-sportage-type-lx-at-tahun-2013-warna-putih-iid-929688906,125000000.0,Kia Sportage,Mampang Prapatan,automatic,olx,2013,95000.0,KIA
https://www.olx.co.id/item/pajak-panjang-datsun-go-panca-12-t-active-bensin-at-2019-bim-iid-929643163,99000000.0,Datsun Go Panca,Medan Satria,automatic,olx,2019,85000.0,Datsun
https://www.olx.co.id/item/dp-rendah-suzuki-karimun-wagon-r-10-gs-bensin-at-2019-abu-bif-iid-929643466,109000000.0,Suzuki Karimun Wagon R,Medan Satria,automatic,olx,2019,55000.0,Suzuki
https://www.olx.co.id/item/pajak-panjang-wuling-almaz-rs-15-t-pro-bensin-at-2022-putih-aay-iid-928750650,235000000.0,Wuling Almaz RS,Tambun Selatan,automatic,olx,2022,25000.0,Wuling
https://www.olx.co.id/item/dp-rendah-toyota-voxy-20-bensin-at-2017-putih-szm-iid-928750855,303000000.0,Toyota Voxy,Tambun Selatan,automatic,olx,2017,70000.0,Toyota
https://www.olx.co.id/item/pajak-panjang-honda-crv-15-turbo-bensin-at-2020-hitam-smf-iid-929047615,321000000.0,Honda CR-V,Tambun Selatan,automatic,olx,2020,100000.0,Honda
https://www.olx.co.id/item/honda-jazz-s-at-iid-929638367,115000000.0,Honda Jazz,Pesanggrahan,automatic,olx,2011,135000.0,Honda
https://www.olx.co.id/item/toyota-voxy-2020-bensin-iid-928232130,350000000.0,Toyota Voxy,Cilandak,automatic,olx,2020,75000.0,Toyota
https://www.olx.co.id/item/tdp-20-jt-nissan-terra-25-vl-4x2-at-hitam-putih-metalik-nik-2019-iid-925425286,345000000.0,Nissan Terra,Kebayoran Lama,automatic,olx,2019,75000.0,Nissan
https://www.olx.co.id/item/panoramic-hyundai-palisade-22l-signature-2wd-diesel-at-black-2021-iid-929483799,626000000.0,Hyundai Palisade,Pancoran,automatic,olx,2021,45000.0,Hyundai
https://www.olx.co.id/item/toyota-vios-g-metic-2019-hitam-full-original-iid-929688846,159000000.0,Toyota Vios,Pasar Minggu,automatic,olx,2019,65000.0,Toyota
https://www.olx.co.id/item/cash-bmw-520d-diesel-g30-2017-iid-929688712,438000000.0,BMW 520d,Cilandak,automatic,olx,2017,60000.0,BMW
https://www.olx.co.id/item/cash-bmw-520d-diesel-g30-2017-iid-929688666,438000000.0,BMW 520d,Cilandak,automatic,olx,2017,60000.0,BMW
https://www.olx.co.id/item/cash-mercedes-benz-cla45-amg-first-edition-2014-iid-929688622,565000000.0,Mercedes-Benz CLA-Class,Cilandak,automatic,olx,2014,35000.0,Mercedes-Benz
https://www.olx.co.id/item/mitsubishi-xpander-cross-premium-package-at-2022-iid-929688568,243000000.0,Mitsubishi Xpander,Cilandak,automatic,olx,2022,40000.0,Mitsubishi
https://www.olx.co.id/item/cash-bmw-320i-f30-lci-facelift-2015-iid-929688586,325000000.0,BMW 320i,Cilandak,automatic,olx,2015,40000.0,BMW
https://www.olx.co.id/item/dijual-mobil-lexsus-ls460l-iid-929688439,629000000.0,Lexus LS460L,Kebayoran Baru,automatic,olx,2015,30000.0,Lexus
https://www.olx.co.id/item/jazz-gd3-rocks-vtec-2006-iid-929687999,112000000.0,Honda Jazz,Cilandak,automatic,olx,2006,95000.0,Honda
https://www.olx.co.id/item/km18rb-toyota-raize-gr-sport-turbo-non-tss-2022-matic-tangan-pertama-iid-929687508,208000000.0,Toyota Raize,Pasar Minggu,automatic,olx,2022,20000.0,Toyota
https://www.olx.co.id/item/dp10-km12000-glc-200-amg-2022-black-register-2020-autohigh-iid-929338485,895000000.0,Mercedes-Benz GLC200,Jakarta Selatan,automatic,olx,2022,10000.0,Mercedes-Benz
https://www.olx.co.id/item/dp10-km17000-520i-luxury-2016-black-register-2015-autohigh-iid-929338167,365000000.0,BMW 520i,Jakarta Selatan,automatic,olx,2016,10000.0,BMW
https://www.olx.co.id/item/dp-rendah-toyota-sienta-15-v-bensin-at-2016-orange-shb-iid-929082425,119000000.0,Toyota Sienta,Tambun Selatan,automatic,olx,2016,125000.0,Toyota
https://www.olx.co.id/item/dp-rendah-toyota-sienta-15-q-bensin-at-2016-coklat-tks-iid-929107671,169000000.0,Toyota Sienta,Pondok Melati,automatic,olx,2016,120000.0,Toyota
https://www.olx.co.id/item/pajak-panjang-honda-hrv-15-s-bensin-at-2021-abu-pkz-iid-929107965,266000000.0,Honda HR-V,Pondok Melati,automatic,olx,2021,65000.0,Honda
https://www.olx.co.id/item/dp-rendah-honda-crv-15-turbo-bensin-at-2017-biru-ujr-iid-929118517,300000000.0,Honda CR-V,Pondok Melati,automatic,olx,2017,90000.0,Honda
https://www.olx.co.id/item/pajak-panjang-toyota-rush-15-g-bensin-at-2019-hitam-srf-iid-929118394,195000000.0,Toyota Rush,Sawah Besar,automatic,olx,2019,65000.0,Toyota
https://www.olx.co.id/item/bmw-430i-cabriolet-nik-2022-km-3rb-iid-927947436,1395000000.0,BMW 430i,Kebayoran Baru,automatic,olx,2022,5000.0,BMW
https://www.olx.co.id/item/dp10-km21000-alphard-g-atpm-2021-2022-mdl-2020-2023-autohigh-iid-927622884,1015000000.0,Toyota Alphard,Jakarta Selatan,automatic,olx,2021,15000.0,Toyota
https://www.olx.co.id/item/mobil-baru-bingou-ev-410dc-premium-instan-approval-iid-929244684,323000000.0,Wuling Binguo EV,Kebayoran Baru,automatic,olx,2024,5000.0,Wuling
https://www.olx.co.id/item/bmw-520i-f10-luxury-facelift-lci-2015-2016-iid-929544494,325000000.0,BMW 520i,Kebayoran Baru,automatic,olx,2016,15000.0,BMW
https://www.olx.co.id/item/like-new-honda-crv-prestige-turbo-2018-iid-929687049,340000000.0,Honda CR-V,Kebayoran Lama,automatic,olx,2018,40000.0,Honda
https://www.olx.co.id/item/mercy-c300-amg-2023-km-4rb-antik-mercedes-benz-c300-c-300-iid-927736680,940000000.0,Mercedes-Benz C300,Kebayoran Baru,automatic,olx,2023,5000.0,Mercedes-Benz
https://www.olx.co.id/item/mercy-cls350-amg-2018-2019-km-10rb-antik-mercedes-benz-cls350-cls-350-iid-927746623,975000000.0,Mercedes-Benz CLS350,Kebayoran Baru,automatic,olx,2019,10000.0,Mercedes-Benz
https://www.olx.co.id/item/mercy-c300-amg-2020-km-23rb-antik-mercedes-benz-c300-c-300-iid-927746733,660000000.0,Mercedes-Benz C300,Kebayoran Baru,automatic,olx,2020,25000.0,Mercedes-Benz
https://www.olx.co.id/item/bmw-430i-coupe-2023-2024-km-600-antik-seperti-baru-bmw-430-430i-iid-928038355,1350000000.0,BMW 430i,Kebayoran Baru,automatic,olx,2024,5000.0,BMW
https://www.olx.co.id/item/bmw-x5-2020-2021-km-20rb-antik-iid-928673241,895000000.0,BMW X5,Kebayoran Baru,automatic,olx,2020,20000.0,BMW
https://www.olx.co.id/item/bmw-x5-2020-2021-km-18rb-antik-iid-929044222,895000000.0,BMW X5,Kebayoran Baru,automatic,olx,2020,20000.0,BMW
https://www.olx.co.id/item/mercedes-benz-cla45-s-2023-km-5rb-antik-mercy-cla-45-cla45-iid-929197214,1230000000.0,Mercedes-Benz CLA45,Kebayoran Baru,automatic,olx,2023,5000.0,Mercedes-Benz
https://www.olx.co.id/item/toyota-land-cruiser-vxr-2018-2019-km-27rb-antik-toyota-lc-200-lc200-iid-929286920,1775000000.0,Toyota Land Cruiser,Kebayoran Baru,automatic,olx,2018,25000.0,Toyota
https://www.olx.co.id/item/dp10-km500-alphard-hybrid-modellista-2024-register-2023-autohigh-iid-929512647,1695000000.0,Toyota Alphard,Jakarta Selatan,automatic,olx,2024,5000.0,Toyota
https://www.olx.co.id/item/bmw-320i-2010-at-good-condition-iid-926979368,138000000.0,BMW 320i,Pesanggrahan,automatic,olx,2010,115000.0,BMW
https://www.olx.co.id/item/dp-rendah-nissan-grand-livina-15-sv-facelift-bensin-at-2014-8wu-iid-929118643,98000000.0,Nissan Grand livina,Sawah Besar,automatic,olx,2014,135000.0,Nissan
https://www.olx.co.id/item/pajak-panjang-honda-civic-15-es-bensin-at-2018-hitam-wbi-iid-929145091,327000000.0,Honda Civic,Pondok Melati,automatic,olx,2018,60000.0,Honda
https://www.olx.co.id/item/pajak-panjang-nissan-xtrail-25-bensin-at-2017-putih-abf-iid-929145023,205000000.0,Nissan X-Trail,Pondok Melati,automatic,olx,2017,100000.0,Nissan
https://www.olx.co.id/item/dp-rendah-toyota-fortuner-27-trd-g-luxury-bensin-at-2020-smd-iid-929145250,445000000.0,Toyota Fortuner,Pondok Melati,automatic,olx,2020,30000.0,Toyota
https://www.olx.co.id/item/diskon-15jt-alphard-hev-hybrid-2024-non-modelista-2023-autohigh-iid-920329191,1695000000.0,Toyota Alphard,Kebayoran Baru,automatic,olx,2024,5000.0,Toyota
https://www.olx.co.id/item/bmw-320i-lci-idrive-executive-tahun-2009-automatic-abu-abu-metalik-iid-928082356,149000000.0,BMW 320i,Kebayoran Lama,automatic,olx,2009,145000.0,BMW
https://www.olx.co.id/item/dp10-km16000-e300-amg-2022-register-2023-autohigh-iid-929612905,1025000000.0,Mercedes-Benz E300,Jakarta Selatan,automatic,olx,2022,5000.0,Mercedes-Benz
https://www.olx.co.id/item/km-17rb-mitsubishi-pajero-24-sport-dakar-diesel-abu-at-20232024-iid-928547416,512000000.0,Mitsubishi Pajero Sport,Cilandak,automatic,olx,2023,20000.0,Mitsubishi
https://www.olx.co.id/item/mobilio-rs-at-2015-tdp-2-jt-dibantu-iid-929686173,121000000.0,Honda Mobilio,Pasar Minggu,automatic,olx,2015,110000.0,Honda
https://www.olx.co.id/item/mitsubishi-eclipse-cross-2020-ultimate-sunroof-full-spec-nik-2019-iid-929685953,279000000.0,Mitsubishi Eclipse Cross,Kebayoran Lama,automatic,olx,2020,50000.0,Mitsubishi
https://www.olx.co.id/item/rush-s-matic-2008-iid-929685843,93000000.0,Toyota Rush,Mampang Prapatan,automatic,olx,2008,145000.0,Toyota
https://www.olx.co.id/item/jual-alphard-mulus-penggunaan-iid-929685182,950000000.0,Toyota Alphard,Pasar Minggu,automatic,olx,2019,145000.0,Toyota
https://www.olx.co.id/item/tdp-0-angs-termurah-all-new-rush-gr-2022-automatic-low-km-seperti-baru-iid-929684904,240000000.0,Toyota Rush,Cilandak,automatic,olx,2022,20000.0,Toyota
https://www.olx.co.id/item/tdp-0-angs-termurah-grand-avanza-g-2020-automatic-low-km-like-new-iid-929684855,165000000.0,Toyota Avanza,Cilandak,automatic,olx,2020,90000.0,Toyota
https://www.olx.co.id/item/toyota-rush-trd-at-th-2019-istana-jaya-motor-iid-929684815,195000000.0,Toyota Rush,Kebayoran Baru,automatic,olx,2019,75000.0,Toyota
https://www.olx.co.id/item/murah-honda-brio-12-e-satya-2020-honda-jazz-iid-929684736,125000000.0,Honda Brio Satya,Kebayoran Lama,automatic,olx,2020,45000.0,Honda
https://www.olx.co.id/item/dijual-mitsubishi-xpander-15-ultimate-at-2019-km-60rbuanmulus-terawt-iid-929684577,190000000.0,Mitsubishi Xpander,Kebayoran Baru,automatic,olx,2018,60000.0,Mitsubishi
