Link_Produk,Harga,tahun_KM_Mobil,Nama_Produk,Lokasi_Produk,jenis_mobil,Platform
https://www.olx.co.id/item/pajak-panjang-daihatsu-ayla-12-r-bensin-mt-2019-orange-2jb-iid-929107589,111000000,2019 - 65.000-70.000 km,Daihatsu Ayla,Pondok Melati,manual,olx
https://www.olx.co.id/item/jimny-1982-4x4-full-speck-iid-927297190,58000000,<1986 - 180.000-185.000 km,Suzuki Jimny,Cilandak,manual,olx
https://www.olx.co.id/item/kia-travello-diesel-2017-full-original-seperti-baru-gressss-istimewa-iid-929396795,128000000,2017 - 65.000-70.000 km,Kia Travello,Cilandak,manual,olx
https://www.olx.co.id/item/mobil-baru-promo-akhir-tahun-xenia-dp-10-jt-iid-929328556,225000000,2024 - 0-5.000 km,Daihatsu Xenia,Cilandak,manual,olx
https://www.olx.co.id/item/dp-hanya-5-jt-saja-toyota-camry-hybrid-tahun-2021-iid-929325221,450000000,2021 - 65.000-70.000 km,Toyota Camry,Kebayoran Baru,manual,olx
https://www.olx.co.id/item/mitsubishi-colt-diesel-fe-71-110ps-4r-box-alumunium-2019-terawat-iid-929600057,241900000,2019 - 65.000-70.000 km,Mitsubishi Colt FE,Pesanggrahan,manual,olx
https://www.olx.co.id/item/mitsubishi-colt-diesel-fe-71-110ps-4r-box-alumunium-2019-terawat-iid-929599960,241900000,2019 - 65.000-70.000 km,Mitsubishi FE 71,Pesanggrahan,manual,olx
https://www.olx.co.id/item/mercedes-benz-unimog-l1300-tahun-1995-iid-928876444,795000000,1995 - 60.000-65.000 km,Mercedes-Benz Lain-lain,Cilandak,manual,olx
https://www.olx.co.id/item/mitsubishi-triton-gls-2019-silver-on-black-4x4-manual-iid-929599309,250000000,2019 - 75.000-80.000 km,Mitsubishi Triton,Kebayoran Baru,manual,olx
https://www.olx.co.id/item/suzuki-carry-futura-pick-up-2018-iid-929599306,87500000,2018 - 40.000-45.000 km,Suzuki Carry,Pasar Minggu,manual,olx
https://www.olx.co.id/item/toyota-hilux-g-2019-4x2-manual-white-iid-929598570,350000000,2019 - 80.000-85.000 km,Toyota HILUX,Kebayoran Baru,manual,olx
https://www.olx.co.id/item/mitsubishi-colt-diesel-fe-71-110ps-4r-box-alumunium-2018-terawat-iid-929598447,224900000,2018 - 85.000-90.000 km,Mitsubishi Colt,Pesanggrahan,manual,olx
https://www.olx.co.id/item/mitsubishi-colt-diesel-fe-71-110ps-4r-box-alumunium-2018-terawat-iid-929598316,224900000,2018 - 85.000-90.000 km,Mitsubishi Colt FE,Pesanggrahan,manual,olx
https://www.olx.co.id/item/mitsubishi-colt-diesel-fe-71-110ps-4r-box-alumunium-2018-terawat-iid-929598209,224900000,2018 - 85.000-90.000 km,Mitsubishi FE 71,Pesanggrahan,manual,olx
https://www.olx.co.id/item/kia-picanto-2010-bensin-iid-929596078,55000000,2010 - 115.000-120.000 km,Kia Picanto,Cilandak,manual,olx
https://www.olx.co.id/item/inova-e-mt-2015-iid-929595968,163000000,2015 - 135.000-140.000 km,Toyota Kijang Innova,Cilandak,manual,olx
https://www.olx.co.id/item/pajak-panjang-daihatsu-terios-15-r-bensin-mt-2017-abu-fzr-iid-929107774,126000000,2017 - 90.000-95.000 km,Daihatsu Terios,Pondok Melati,manual,olx
https://www.olx.co.id/item/dp-rendah-mazda-biante-20-bensin-at-2017-cszsas-crs-iid-929686131,190000000,2017 - 60.000-65.000 km,Mazda Biante,Cipayung,automatic,olx
https://www.olx.co.id/item/pajak-panjang-nissan-serena-20-highway-star-panoramic-at-2017-6af-iid-929328269,192000000,2017 - 95.000-100.000 km,Nissan Serena,Medan Satria,automatic,olx
https://www.olx.co.id/item/dp-rendah-nissan-serena-20-highway-star-panoramic-at-2016-skn-iid-929328116,182000000,2016 - 90.000-95.000 km,Nissan Serena,Medan Satria,automatic,olx
https://www.olx.co.id/item/dp-rendah-wuling-cortez-15-s-luxury-plus-bensin-at-2021-abu-3hf-iid-929328411,137000000,2021 - 45.000-50.000 km,Wuling Cortez,Medan Satria,automatic,olx
https://www.olx.co.id/item/low-km-mercedes-benz-g55-amg-55-at-tahun-2011-iid-929297187,3300000000,2011 - 15.000-20.000 km,Mercedes-Benz G55,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/tdp-15-juta-mercy-glc200-amg-line-2018-glc250-x3-tiguan-cx5-gle400-iid-928576791,499000000,2018 - 30.000-35.000 km,Mercedes-Benz GLC200,Cilandak,automatic,olx
https://www.olx.co.id/item/vw-id-buzz-2023-2024-like-ioniq-5-byd-seal-tesla-autohigh-iid-923393274,1650000000,2023 - 0-5.000 km,Volkswagen Lain-lain,Jakarta Selatan,automatic,olx
https://www.olx.co.id/item/dp10-km16000-alphard-g-atpm-2022-regsiter-2021-autohigh-iid-917559360,1075000000,2022 - 5.000-10.000 km,Toyota Alphard,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/km30rb-sunroof-wuling-cortez-l-lux-2018-matic-aokl-iid-929693362,138000000,2018 - 25.000-30.000 km,Wuling Cortez,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/city-hatchback-rs-sensing-jbl-version-iid-929345387,320000000,2023 - 0-5.000 km,Honda City,Cilandak,automatic,olx
https://www.olx.co.id/item/hrv-rs-turbo-low-km-iid-928383575,410000000,2022 - 10.000-15.000 km,Honda HR-V,Pasar Minggu,automatic,olx
https://www.olx.co.id/item/dp10-km51000-e300-amg-2018-black-register-2017-autohigh-iid-929519677,595000000,2018 - 45.000-50.000 km,Mercedes-Benz E300,Jakarta Selatan,automatic,olx
https://www.olx.co.id/item/dp10-km65000-rx200-f-sport-2017-black-register-2016-autohigh-iid-929519581,750000000,2017 - 55.000-60.000 km,Lexus RX200t,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/km-22rb-mercedes-benz-e250-avantgarde-avg-w212-putih-20152016-iid-929692994,339000000,2015 - 20.000-25.000 km,Mercedes-Benz E250,Cilandak,automatic,olx
https://www.olx.co.id/item/wow-wow-wow-tdp-2jt-honda-brio-12-satya-e-2020-iid-929692869,125000000,2020 - 5.000-10.000 km,Honda Brio,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/mazda-cx5-elite-2017-istimewa-rawatan-aojg-iid-929692821,293000000,2017 - 75.000-80.000 km,Mazda CX-5,Cilandak,automatic,olx
https://www.olx.co.id/item/toyota-innova-20-v-luxury-captaiseat-2021-iid-929692688,309000000,2021 - 10.000-15.000 km,Toyota Kijang Innova,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/wajib-punya-toyota-alphard-25-g-atpm-2016-vellfire-x5-gle400-iid-929692655,539000000,2015 - 15.000-20.000 km,Toyota Alphard,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/real-bos-bmw-x5-g05-xdrive40i-xline-2020-gle450-740li-s500-530i-iid-929692506,845000000,2020 - 5.000-10.000 km,BMW X5,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/pajak-panjang-nissan-march-12-l-bensin-at-2016-silver-skx-iid-929366200,111000000,2016 - 75.000-80.000 km,Nissan March,Medan Satria,automatic,olx
https://www.olx.co.id/item/pajak-panjang-mazda-2-15-v-bensin-at-2012-putih-kyn-iid-929366318,83000000,2012 - 140.000-145.000 km,Mazda 2,Kemayoran,automatic,olx
https://www.olx.co.id/item/pajak-panjang-toyota-rush-15-g-bensin-at-2019-putih-syw-iid-929366562,195000000,2019 - 70.000-75.000 km,Toyota Rush,Kemayoran,automatic,olx
https://www.olx.co.id/item/dp-rendah-honda-brv-15-e-bensin-at-2017-abu-abu-pig-iid-929391074,163000000,2017 - 95.000-100.000 km,Honda BR-V,Medan Satria,automatic,olx
https://www.olx.co.id/item/dp-rendah-nissan-grand-livina-15-xv-bensin-at-2018-hitam-tvi-iid-929391004,134000000,2018 - 55.000-60.000 km,Nissan Grand livina,Medan Satria,automatic,olx
https://www.olx.co.id/item/dp10-km8000-land-cruiser-vxr-2023-2024-mdl-gr-2022-autohigh-iid-927798841,2275000000,2023 - 0-5.000 km,Toyota Land Cruiser,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/km-600-peraktoyota-alphard-hev-tss-at-2024-gress-like-new-iid-929535679,1670000000,2024 - 0-5.000 km,Toyota Alphard,Cilandak,automatic,olx
https://www.olx.co.id/item/dp10-km15000-vellfire-g-atpm-2021-2022-mdl-2020-2023-autohigh-iid-923019414,1025000000,2021 - 5.000-10.000 km,Toyota Vellfire,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/brio-rs-km-low-13rb-istimewah-iid-928634099,173000000,2022 - 5.000-10.000 km,Honda Brio,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/tdp-10jt-wuling-almaz-15l-rs-pro-7seater-2021-suv-sunroof-panoramic-iid-929692402,210000000,2021 - 25.000-30.000 km,Wuling Almaz RS,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/nissan-xtrail-tdp8jt-25-facelift-at-2016-fulloriginalsepertibaruistw-iid-921876847,165000000,2016 - 70.000-75.000 km,Nissan X-Trail,Cilandak,automatic,olx
https://www.olx.co.id/item/toyota-yaris-trd-sportivo-at-2017-fulloriginal-sepertibaru-gresss-istw-iid-920620067,158000000,2017 - 65.000-70.000 km,Toyota Yaris,Cilandak,automatic,olx
https://www.olx.co.id/item/mercedes-benz-e-200-km75rb-2008-full-original-super-istimewa-antik-top-iid-918023397,118000000,2008 - 70.000-75.000 km,Mercedes-Benz E-Class,Cilandak,automatic,olx
https://www.olx.co.id/item/toyota-voxy-20-at-fulloriginal-sepertibaru-gress-istimewa-iid-915938120,315000000,2019 - 60.000-65.000 km,Toyota Voxy,Cilandak,automatic,olx
https://www.olx.co.id/item/toyota-harrier-24-l-premium-full-original-super-istimewa-antik-iid-914287592,135000000,2008 - 110.000-115.000 km,Toyota Harrier,Cilandak,automatic,olx
https://www.olx.co.id/item/km-23-ribu-honda-city-hatchback-rs-sensing-2022-putih-pajak-panjang-iid-929692370,243000000,2022 - 20.000-25.000 km,Honda City,Pasar Minggu,automatic,olx
https://www.olx.co.id/item/nissan-march-12-xs-at-2016-fulloriginal-sepertibaru-gresss-istimewa-iid-923567857,95000000,2016 - 75.000-80.000 km,Nissan March,Cilandak,automatic,olx
https://www.olx.co.id/item/nissan-serena-hws-2015-fulloriginal-sepertibaru-gresssss-sepertibaru-iid-928894451,128000000,2015 - 75.000-80.000 km,Nissan Serena,Cilandak,automatic,olx
https://www.olx.co.id/item/daihatsu-xenia-15-r-deluxe-at-2023-fulloriginal-sepertibaru-gressss-iid-929365091,185000000,2023 - 25.000-30.000 km,Daihatsu Grand Xenia,Cilandak,automatic,olx
https://www.olx.co.id/item/suzuki-ertiga-cruise-ss-hybrid-2024-terbaru-fulloriginal-sepertibaru-iid-929344125,218000000,2024 - 5.000-10.000 km,Suzuki Ertiga,Cilandak,automatic,olx
https://www.olx.co.id/item/pajak-panjang-honda-hrv-15-s-bensin-at-2020-abu-abu-brb-iid-929396297,217000000,2020 - 120.000-125.000 km,Honda HR-V,Medan Satria,automatic,olx
https://www.olx.co.id/item/pajak-panjang-toyota-corolla-altis-16-cng-bensin-at-2018-ms-iid-929464682,210000000,2018 - 85.000-90.000 km,Toyota Corolla Altis,Cibubur,automatic,olx
https://www.olx.co.id/item/dp-rendah-honda-hrv-15-e-special-edition-bensin-at-2019-tif-iid-929464793,222000000,2019 - 100.000-105.000 km,Honda HR-V,Kemayoran,automatic,olx
https://www.olx.co.id/item/pajak-panjang-suzuki-ertiga-14-gl-bensin-at-2015-hitam-pga-iid-929475806,119000000,2015 - 95.000-100.000 km,Suzuki Ertiga,Cibubur,automatic,olx
https://www.olx.co.id/item/pajak-panjang-honda-hrv-15-e-bensin-at-2016-biru-skj-iid-929492434,186000000,2016 - 80.000-85.000 km,Honda HR-V,Medan Satria,automatic,olx
https://www.olx.co.id/item/mercedes-benz-glc250-4matic-exclusive-line-ckd-2016-iid-929544123,430000000,2016 - 10.000-15.000 km,Mercedes-Benz GLC250,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/mercedes-benz-glc200-amg-line-x253-2018-iid-929591282,530000000,2018 - 10.000-15.000 km,Mercedes-Benz GLC200,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/hrv-s-cvt-2019-abu-abu-metalik-iid-929581830,200000000,2019 - 45.000-50.000 km,Honda HR-V,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/serena-ct-2011-at-siap-pakai-sudah-services-besar-murah-meriah-nyaman-iid-928565067,80000000,2011 - 200.000-205.000 km,Nissan Serena,Cilandak,automatic,olx
https://www.olx.co.id/item/range-rover-evoque-dinamic-luxury-2012-istimewa-iid-929692258,355000000,2012 - 65.000-70.000 km,Land Rover Range Rover Evoque,Cilandak,automatic,olx
https://www.olx.co.id/item/jual-fortuner-2013-diesel-barang-antik-an-pemilik-langsung-iid-928093906,265000000,2013 - 130.000-135.000 km,Toyota Fortuner,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/mitsubishi-pajero-sport-dakar-ultimate-nik-2019-diesel-iid-929692160,385000000,2019 - 10.000-15.000 km,Mitsubishi Pajero Sport,Cilandak,automatic,olx
https://www.olx.co.id/item/toyota-kijang-innova-v-diesel-2021-km-51rb-iid-929692069,388000000,2021 - 45.000-50.000 km,Toyota Kijang Innova,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/dp-5-juta-km-low-daihatsu-terios-tx-adventure-2011-at-aokl-iid-929691945,108000000,2011 - 85.000-90.000 km,Daihatsu Terios,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/mazda-2-r-at-2010-tdp15jt-type-tertinggi-r-matic-automatic-iid-929452287,85000000,2010 - 115.000-120.000 km,Mazda 2,Cilandak,automatic,olx
https://www.olx.co.id/item/ford-ranger-double-cabin-2022-diesel-iid-928623765,450000000,2023 - 0-5.000 km,Ford Ranger Double Cabin,Mampang Prapatan,automatic,olx
https://www.olx.co.id/item/mercedes-benz-mercy-ml-ml400-amg-2015-at-30-odo-35ribu-iid-929690834,399000000,2015 - 35.000-40.000 km,Mercedes-Benz ML400,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/mercedes-benz-mercy-gla200-urban-2014-2015-at-16-odo-26ribu-iid-929690772,275000000,2014 - 25.000-30.000 km,Mercedes-Benz GLA200,Mampang Prapatan,automatic,olx
https://www.olx.co.id/item/hyundai-santafe-santa-fe-xg-crdi-diesel-2019-at-22-km-61ribu-iid-929690702,375000000,2019 - 55.000-60.000 km,Hyundai Santa Fe,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/antik-km-13rb-agya-12-gr-sport-2022-toyota-facelift-matic-2023-iid-928895445,142000000,2022 - 5.000-10.000 km,Toyota Agya,Cilandak,automatic,olx
https://www.olx.co.id/item/dp-rendah-wuling-cortez-18-l-lux-i-amt-bensin-at-2018-silver-byy-iid-929532680,134000000,2018 - 85.000-90.000 km,Wuling Cortez,Medan Satria,automatic,olx
https://www.olx.co.id/item/pajak-panjang-ford-fiesta-15-s-bensin-at-2014-putih-tmo-iid-929532607,85000000,2014 - 115.000-120.000 km,Ford Fiesta,Mampang Prapatan,automatic,olx
https://www.olx.co.id/item/pajak-panjang-toyota-voxy-20-bensin-at-2018-putih-0sm-iid-929532737,313000000,2018 - 70.000-75.000 km,Toyota Voxy,Cikampek,automatic,olx
https://www.olx.co.id/item/dp-rendah-daihatsu-rocky-12-r-bensin-at-2021-merah-ffx-iid-929643117,202000000,2021 - 60.000-65.000 km,Daihatsu Rocky,Medan Satria,automatic,olx
https://www.olx.co.id/item/pajak-panjang-mazda-biante-20-bensin-at-2013-silver-ura-iid-929568707,132000000,2013 - 205.000-210.000 km,Mazda Biante,Pinang (Penang),automatic,olx
https://www.olx.co.id/item/hyundai-stargazer-15-style-at-2022-iid-929531108,199000000,2022 - 35.000-40.000 km,Hyundai Stargazer,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/jeep-rubicon-jk-sported-2013-iid-929534039,850000000,2013 - 90.000-95.000 km,Jeep Rubicon,Jakarta Selatan,automatic,olx
https://www.olx.co.id/item/mobil-baru-promo-toyota-all-new-agya-2024-iid-928848444,162400000,2024 - 0-5.000 km,Toyota Agya,Pesanggrahan,automatic,olx
https://www.olx.co.id/item/tdp-7-juta-toyota-alphard-g-atpm-2013-good-condition-iid-929449952,285000000,2013 - 115.000-120.000 km,Toyota Alphard,Jakarta Selatan,automatic,olx
https://www.olx.co.id/item/toyota-corolla-cross-hybrid-2020-at-18l-km-31ribu-pajak-panjang-iid-929690512,320000000,2020 - 25.000-30.000 km,Toyota Corolla,Mampang Prapatan,automatic,olx
https://www.olx.co.id/item/di-jual-nissan-magnite-10-turbo-premium-two-tone-iid-928535093,215000000,2021 - 25.000-30.000 km,Nissan Magnite,Pasar Minggu,automatic,olx
https://www.olx.co.id/item/volkswagen-vw-tiguan-allspace-2021-iid-929690188,500000000,2021 - 25.000-30.000 km,Volkswagen Tiguan Allspace,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/pajero-sport-dakar-2022-mdl-ultimate-nik-2021-non-4x4-iid-929690122,414000000,2021 - 20.000-25.000 km,Mitsubishi Pajero Sport,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/suzuki-ertiga-gx-hybrid-15-at-2023-abu-abu-premium-low-km-iid-929341732,212000000,2023 - 5.000-10.000 km,Suzuki Ertiga,Cilandak,automatic,olx
https://www.olx.co.id/item/tdp-7jt-brio-satya-e-cvt-at-2017-honda-brio-matic-automatic-iid-928876414,120000000,2017 - 40.000-45.000 km,Honda Brio Satya,Pancoran,automatic,olx
https://www.olx.co.id/item/yaris-15-trd-sportivo-at-20182019-odo-37rb-pjk-pjg-bln-625-airbag-7-iid-929689687,198000000,2018 - 35.000-40.000 km,Toyota Yaris,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/toyota-innova-zenix-g-bensin-2023-v-q-hybrid-modellista-hybrid-2024-iid-929689676,313000000,2023 - 5.000-10.000 km,Toyota Kijang Innova,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/alphard-g-atpm-2020-mdl-sc-premiun-sound-audioless-aless-2021-iid-929689372,749000000,2020 - 35.000-40.000 km,Toyota Alphard,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/nissan-march-2011-bensin-iid-929688940,81987654,2011 - 115.000-120.000 km,Nissan March,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/jual-mobil-kia-sportage-type-lx-at-tahun-2013-warna-putih-iid-929688906,125000000,2013 - 90.000-95.000 km,Kia Sportage,Mampang Prapatan,automatic,olx
https://www.olx.co.id/item/pajak-panjang-datsun-go-panca-12-t-active-bensin-at-2019-bim-iid-929643163,99000000,2019 - 80.000-85.000 km,Datsun Go Panca,Medan Satria,automatic,olx
https://www.olx.co.id/item/dp-rendah-suzuki-karimun-wagon-r-10-gs-bensin-at-2019-abu-bif-iid-929643466,109000000,2019 - 50.000-55.000 km,Suzuki Karimun Wagon R,Medan Satria,automatic,olx
https://www.olx.co.id/item/pajak-panjang-wuling-almaz-rs-15-t-pro-bensin-at-2022-putih-aay-iid-928750650,235000000,2022 - 20.000-25.000 km,Wuling Almaz RS,Tambun Selatan,automatic,olx
https://www.olx.co.id/item/dp-rendah-toyota-voxy-20-bensin-at-2017-putih-szm-iid-928750855,303000000,2017 - 65.000-70.000 km,Toyota Voxy,Tambun Selatan,automatic,olx
https://www.olx.co.id/item/pajak-panjang-honda-crv-15-turbo-bensin-at-2020-hitam-smf-iid-929047615,321000000,2020 - 95.000-100.000 km,Honda CR-V,Tambun Selatan,automatic,olx
https://www.olx.co.id/item/honda-jazz-s-at-iid-929638367,115000000,2011 - 130.000-135.000 km,Honda Jazz,Pesanggrahan,automatic,olx
https://www.olx.co.id/item/toyota-voxy-2020-bensin-iid-928232130,350000000,2020 - 70.000-75.000 km,Toyota Voxy,Cilandak,automatic,olx
https://www.olx.co.id/item/tdp-20-jt-nissan-terra-25-vl-4x2-at-hitam-putih-metalik-nik-2019-iid-925425286,345000000,2019 - 70.000-75.000 km,Nissan Terra,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/panoramic-hyundai-palisade-22l-signature-2wd-diesel-at-black-2021-iid-929483799,626000000,2021 - 40.000-45.000 km,Hyundai Palisade,Pancoran,automatic,olx
https://www.olx.co.id/item/toyota-vios-g-metic-2019-hitam-full-original-iid-929688846,159000000,2019 - 60.000-65.000 km,Toyota Vios,Pasar Minggu,automatic,olx
https://www.olx.co.id/item/cash-bmw-520d-diesel-g30-2017-iid-929688712,438000000,2017 - 55.000-60.000 km,BMW 520d,Cilandak,automatic,olx
https://www.olx.co.id/item/cash-bmw-520d-diesel-g30-2017-iid-929688666,438000000,2017 - 55.000-60.000 km,BMW 520d,Cilandak,automatic,olx
https://www.olx.co.id/item/cash-mercedes-benz-cla45-amg-first-edition-2014-iid-929688622,565000000,2014 - 30.000-35.000 km,Mercedes-Benz CLA-Class,Cilandak,automatic,olx
https://www.olx.co.id/item/mitsubishi-xpander-cross-premium-package-at-2022-iid-929688568,243000000,2022 - 35.000-40.000 km,Mitsubishi Xpander,Cilandak,automatic,olx
https://www.olx.co.id/item/cash-bmw-320i-f30-lci-facelift-2015-iid-929688586,325000000,2015 - 35.000-40.000 km,BMW 320i,Cilandak,automatic,olx
https://www.olx.co.id/item/dijual-mobil-lexsus-ls460l-iid-929688439,629000000,2015 - 25.000-30.000 km,Lexus LS460L,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/jazz-gd3-rocks-vtec-2006-iid-929687999,112000000,2006 - 90.000-95.000 km,Honda Jazz,Cilandak,automatic,olx
https://www.olx.co.id/item/km18rb-toyota-raize-gr-sport-turbo-non-tss-2022-matic-tangan-pertama-iid-929687508,208000000,2022 - 15.000-20.000 km,Toyota Raize,Pasar Minggu,automatic,olx
https://www.olx.co.id/item/dp10-km12000-glc-200-amg-2022-black-register-2020-autohigh-iid-929338485,895000000,2022 - 5.000-10.000 km,Mercedes-Benz GLC200,Jakarta Selatan,automatic,olx
https://www.olx.co.id/item/dp10-km17000-520i-luxury-2016-black-register-2015-autohigh-iid-929338167,365000000,2016 - 5.000-10.000 km,BMW 520i,Jakarta Selatan,automatic,olx
https://www.olx.co.id/item/dp-rendah-toyota-sienta-15-v-bensin-at-2016-orange-shb-iid-929082425,119000000,2016 - 120.000-125.000 km,Toyota Sienta,Tambun Selatan,automatic,olx
https://www.olx.co.id/item/dp-rendah-toyota-sienta-15-q-bensin-at-2016-coklat-tks-iid-929107671,169000000,2016 - 115.000-120.000 km,Toyota Sienta,Pondok Melati,automatic,olx
https://www.olx.co.id/item/pajak-panjang-honda-hrv-15-s-bensin-at-2021-abu-pkz-iid-929107965,266000000,2021 - 60.000-65.000 km,Honda HR-V,Pondok Melati,automatic,olx
https://www.olx.co.id/item/dp-rendah-honda-crv-15-turbo-bensin-at-2017-biru-ujr-iid-929118517,300000000,2017 - 85.000-90.000 km,Honda CR-V,Pondok Melati,automatic,olx
https://www.olx.co.id/item/pajak-panjang-toyota-rush-15-g-bensin-at-2019-hitam-srf-iid-929118394,195000000,2019 - 60.000-65.000 km,Toyota Rush,Sawah Besar,automatic,olx
https://www.olx.co.id/item/bmw-430i-cabriolet-nik-2022-km-3rb-iid-927947436,1395000000,2022 - 0-5.000 km,BMW 430i,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/dp10-km21000-alphard-g-atpm-2021-2022-mdl-2020-2023-autohigh-iid-927622884,1015000000,2021 - 10.000-15.000 km,Toyota Alphard,Jakarta Selatan,automatic,olx
https://www.olx.co.id/item/mobil-baru-bingou-ev-410dc-premium-instan-approval-iid-929244684,323000000,2024 - 0-5.000 km,Wuling Binguo EV,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/bmw-520i-f10-luxury-facelift-lci-2015-2016-iid-929544494,325000000,2016 - 10.000-15.000 km,BMW 520i,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/like-new-honda-crv-prestige-turbo-2018-iid-929687049,340000000,2018 - 35.000-40.000 km,Honda CR-V,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/mercy-c300-amg-2023-km-4rb-antik-mercedes-benz-c300-c-300-iid-927736680,940000000,2023 - 0-5.000 km,Mercedes-Benz C300,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/mercy-cls350-amg-2018-2019-km-10rb-antik-mercedes-benz-cls350-cls-350-iid-927746623,975000000,2019 - 5.000-10.000 km,Mercedes-Benz CLS350,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/mercy-c300-amg-2020-km-23rb-antik-mercedes-benz-c300-c-300-iid-927746733,660000000,2020 - 20.000-25.000 km,Mercedes-Benz C300,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/bmw-430i-coupe-2023-2024-km-600-antik-seperti-baru-bmw-430-430i-iid-928038355,1350000000,2024 - 0-5.000 km,BMW 430i,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/bmw-x5-2020-2021-km-20rb-antik-iid-928673241,895000000,2020 - 15.000-20.000 km,BMW X5,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/bmw-x5-2020-2021-km-18rb-antik-iid-929044222,895000000,2020 - 15.000-20.000 km,BMW X5,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/mercedes-benz-cla45-s-2023-km-5rb-antik-mercy-cla-45-cla45-iid-929197214,1230000000,2023 - 0-5.000 km,Mercedes-Benz CLA45,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/toyota-land-cruiser-vxr-2018-2019-km-27rb-antik-toyota-lc-200-lc200-iid-929286920,1775000000,2018 - 20.000-25.000 km,Toyota Land Cruiser,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/dp10-km500-alphard-hybrid-modellista-2024-register-2023-autohigh-iid-929512647,1695000000,2024 - 0-5.000 km,Toyota Alphard,Jakarta Selatan,automatic,olx
https://www.olx.co.id/item/bmw-320i-2010-at-good-condition-iid-926979368,138000000,2010 - 110.000-115.000 km,BMW 320i,Pesanggrahan,automatic,olx
https://www.olx.co.id/item/dp-rendah-nissan-grand-livina-15-sv-facelift-bensin-at-2014-8wu-iid-929118643,98000000,2014 - 130.000-135.000 km,Nissan Grand livina,Sawah Besar,automatic,olx
https://www.olx.co.id/item/pajak-panjang-honda-civic-15-es-bensin-at-2018-hitam-wbi-iid-929145091,327000000,2018 - 55.000-60.000 km,Honda Civic,Pondok Melati,automatic,olx
https://www.olx.co.id/item/pajak-panjang-nissan-xtrail-25-bensin-at-2017-putih-abf-iid-929145023,205000000,2017 - 95.000-100.000 km,Nissan X-Trail,Pondok Melati,automatic,olx
https://www.olx.co.id/item/dp-rendah-toyota-fortuner-27-trd-g-luxury-bensin-at-2020-smd-iid-929145250,445000000,2020 - 25.000-30.000 km,Toyota Fortuner,Pondok Melati,automatic,olx
https://www.olx.co.id/item/diskon-15jt-alphard-hev-hybrid-2024-non-modelista-2023-autohigh-iid-920329191,1695000000,2024 - 0-5.000 km,Toyota Alphard,Kebayoran Baru,automatic,olx
https://www.olx.co.id/item/bmw-320i-lci-idrive-executive-tahun-2009-automatic-abu-abu-metalik-iid-928082356,149000000,2009 - 140.000-145.000 km,BMW 320i,Kebayoran Lama,automatic,olx
https://www.olx.co.id/item/dp10-km16000-e300-amg-2022-register-2023-autohigh-iid-929612905,1025000000,2022 - 0-5.000 km,Mercedes-Benz E300,Jakarta Selatan,automatic,olx
https://www.olx.co.id/item/km-17rb-mitsubishi-pajero-24-sport-dakar-diesel-abu-at-20232024-iid-928547416,512000000,2023 - 15.000-20.000 km,Mitsubishi Pajero Sport,Cilandak,automatic,olx
