Link_produk,Kilometer,Lokasi_mobil,tahun_jenis_mobil,Harga_mobil,Merek_mobil,Rating,jenis_mobil,platform
https://www.mobil123.com/dijual/honda-hr-v-se-jawa-barat-bandung/16022359,0 - 5K KM,Jawa Barat,2022 Honda HR-V 1.5 SE SUV - Km 5000 perak jarang dipakai ...,340000000.0,Honda HR-V,4.9,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-hr-v-se-jawa-barat-bandung/16022359,0 - 5K KM,Jawa Barat,2022 Honda HR-V 1.5 SE SUV - Km 5000 perak jarang dipakai ...,340000000.0,Honda HR-V,4.4,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-yaris-trd-sportivo-jawa-barat-bandung/16024017,70 - 75K KM,Jawa Barat,2014 Toyota Yaris 1.5 TRD Sportivo Hatchback - mulus siap ...,153000000.0,Toyota Yaris,4.6,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-kijang-innova-zenix-q-hv-tss-modellista-banten-gading-serpong/16024014,30000 KM,Banten,2023 Toyota Kijang Innova Zenix 2.0 Q HV TSS Modellista Wa...,535000000.0,Toyota Kijang Innova,4.8,automatic,mobil123.com
https://www.mobil123.com/dijual/lexus-rx270-rx270-dki-jakarta-grogol/16024007,100 - 105K KM,DKI Jakarta,2014 Lexus RX270 2.7 RX270 SUV - AT ATPM,320000000.0,Lexus RX270,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-vellfire-zg-dki-jakarta-mangga-besar/16023961,135000 KM,DKI Jakarta,2012 Toyota Vellfire 2.4 ZG Van Wagon - Nyari pembeli seri...,265000000.0,Toyota Vellfire,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-hr-v-prestige-dki-jakarta-grogol/16023951,85 - 90K KM,DKI Jakarta,2018 Honda HR-V 1.8 Prestige SUV,223000000.0,Honda HR-V,4.4,automatic,mobil123.com
https://www.mobil123.com/dijual/bmw-x1-sdrive18i-xline-dki-jakarta-kelapa-gading/15740261,60 - 65K KM,DKI Jakarta,2017 BMW X1 1.5 sDrive18i xLine SUV - TDP 10 JUTA SAJAH   ...,315000000.0,BMW X1,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-vellfire-g-jawa-barat-bintaro-jaya-sektor-7/15740253,75 - 80K KM,Jawa Barat,2019 Toyota Vellfire 2.5 G Van Wagon,845000000.0,Toyota Vellfire,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-kijang-innova-v-luxury-dki-jakarta-senen/15740183,100 - 105K KM,DKI Jakarta,2014 Toyota Kijang Innova 2.0 V Luxury MPV,165000000.0,Toyota Kijang Innova,4.7,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-yaris-g-dki-jakarta-dewi-sartika/15740095,90 - 95K KM,DKI Jakarta,2014 Toyota Yaris 1.5 G Hatchback,130000000.0,Toyota Yaris,4.6,automatic,mobil123.com
https://www.mobil123.com/dijual/mercedes-benz-c250-cgi-banten-karawaci/15727034,85 - 90K KM,Banten,2012 Mercedes-Benz C250 1.8 CGI Sedan,240000000.0,Mercedes-Benz C250,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-vellfire-zg-dki-jakarta-mangga-besar/16023961,135000 KM,DKI Jakarta,2012 Toyota Vellfire 2.4 ZG Van Wagon - Nyari pembeli seri...,265000000.0,Toyota Vellfire,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-hr-v-prestige-dki-jakarta-grogol/16023951,85 - 90K KM,DKI Jakarta,2018 Honda HR-V 1.8 Prestige SUV,223000000.0,Honda HR-V,4.4,automatic,mobil123.com
https://www.mobil123.com/dijual/bmw-x1-sdrive18i-xline-dki-jakarta-kelapa-gading/15740261,60 - 65K KM,DKI Jakarta,2017 BMW X1 1.5 sDrive18i xLine SUV - TDP 10 JUTA SAJAH   ...,315000000.0,BMW X1,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-vellfire-g-jawa-barat-bintaro-jaya-sektor-7/15740253,75 - 80K KM,Jawa Barat,2019 Toyota Vellfire 2.5 G Van Wagon,845000000.0,Toyota Vellfire,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-kijang-innova-v-luxury-dki-jakarta-senen/15740183,100 - 105K KM,DKI Jakarta,2014 Toyota Kijang Innova 2.0 V Luxury MPV,165000000.0,Toyota Kijang Innova,4.7,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-yaris-g-dki-jakarta-dewi-sartika/15740095,90 - 95K KM,DKI Jakarta,2014 Toyota Yaris 1.5 G Hatchback,130000000.0,Toyota Yaris,4.6,automatic,mobil123.com
https://www.mobil123.com/dijual/mercedes-benz-c250-cgi-banten-karawaci/15727034,85 - 90K KM,Banten,2012 Mercedes-Benz C250 1.8 CGI Sedan,240000000.0,Mercedes-Benz C250,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-brio-rs-dki-jakarta-daan-mogot/15726999,40 - 45K KM,DKI Jakarta,2020 Honda Brio 1.2 RS Hatchback,165000000.0,Honda Brio,4.9,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-accord-vti-l-dki-jakarta-sunter/15726928,100 - 105K KM,DKI Jakarta,2015 Honda Accord 2.4 VTi-L Sedan,210000000.0,Honda Accord,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-alphard-g-dki-jakarta-pantai-mutiara/15726975,40 - 45K KM,DKI Jakarta,2019 Toyota Alphard 2.5 G Van Wagon,780000000.0,Toyota Alphard,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/mitsubishi-pajero-sport-dakar-dki-jakarta-halim-perdana-kusuma/15783027,80 - 85K KM,DKI Jakarta,2014 Mitsubishi Pajero Sport 2.5 Dakar SUV,255000000.0,Mitsubishi Pajero Sport,4.8,automatic,mobil123.com
https://www.mobil123.com/dijual/hyundai-creta-prime-banten-gading-serpong/16023923,20 - 25K KM,Banten,2023 Hyundai Creta 1.5 Prime Wagon,285000000.0,,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/nissan-serena-highway-star-banten-gading-serpong/16023921,100 - 105K KM,Banten,2009 Nissan Serena 2.0 Highway Star MPV,78000000.0,Nissan Serena,4.6,automatic,mobil123.com
https://www.mobil123.com/dijual/daihatsu-ayla-x-dki-jakarta-mangga-dua/16020721,150000 KM,DKI Jakarta,2013 Daihatsu Ayla 1.0 X Hatchback - Tangan pertama AT Put...,80000000.0,Daihatsu Ayla,4.6,automatic,mobil123.com
https://www.mobil123.com/dijual/mazda-cx-5-grand-touring-dki-jakarta-kopi-tiang-bendera-roa-malaka/16023911,80 - 85K KM,DKI Jakarta,2015 Mazda CX-5 2.5 Grand Touring SUV - . Cx5 GT (Service ...,218000000.0,Mazda CX-5,4.8,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-yaris-e-banten-bintaro/16023901,105 - 110K KM,Banten,2011 Toyota Yaris 1.5 E Hatchback,108000000.0,Toyota Yaris,4.6,automatic,mobil123.com
https://www.mobil123.com/dijual/mazda-2-gt-dki-jakarta-pancoran/15738851,38000 KM,DKI Jakarta,2021 Mazda 2 1.5 GT Hatchback - Skyactiv,236000000.0,Mazda 2,4.5,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-cr-v-prestige-vtec-dki-jakarta-simprug/16023886,85 - 90K KM,DKI Jakarta,2019 Honda CR-V 1.5 Prestige VTEC SUV - . CRV Prestige Tur...,330000000.0,Honda CR-V,4.6,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-raize-gr-sport-dki-jakarta-kebayoran-baru/16023871,10 - 15K KM,DKI Jakarta,2021 Toyota Raize 1.0 GR Sport Wagon - KM SUPER LOW - LOW ...,200000000.0,Honda HR-V ,4.6,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-hr-v-se-dki-jakarta-pondok-pinang/16023865,50 - 55K KM,DKI Jakarta,2022 Honda HR-V 1.5 SE SUV - . HRV (rvice Record),289000000.0,Honda HR-V,4.4,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-calya-g-jawa-timur-surabaya/16023863,45 - 50K KM,Jawa Timur,2019 Toyota Calya 1.2 G MPV,133000000.0,Toyota Calya,4.7,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-fortuner-vrz-dki-jakarta-kelapa-gading/16023848,55 - 60K KM,DKI Jakarta,2022 Toyota Fortuner 2.4 VRZ SUV,415000000.0,Toyota Fortuner,4.8,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-veloz-q-jawa-barat-cinere/16000111,10 - 15K KM,Jawa Barat,2023 Toyota Veloz 1.5 Q Wagon - CVT AT Non TSS Camera360 S...,245000000.0,,4.8,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-fortuner-g-luxury-dki-jakarta-cipinang/16023839,120 - 125K KM,DKI Jakarta,2008 Toyota Fortuner 2.7 G Luxury SUV - LOW KM BANGET - Td...,150000000.0,Toyota Fortuner,4.8,automatic,mobil123.com
https://www.mobil123.com/dijual/mazda-cx-5-gt-jawa-barat-bekasi-barat/16004273,55 - 60K KM,Jawa Barat,2021 Mazda CX-5 2.5 GT SUV - New Improvement Facelift Came...,359000000.0,Mazda CX-5,4.8,automatic,mobil123.com
https://www.mobil123.com/dijual/mitsubishi-xpander-cross-premium-package-dki-jakarta-kelapa-gading/16023830,30 - 35K KM,DKI Jakarta,2020 Mitsubishi Xpander 1.5 CROSS Premium Package Wagon   ...,212000000.0,Mitsubishi Xpander,4.8,automatic,mobil123.com
https://www.mobil123.com/dijual/lexus-ux200-f-sport-banten-pondok-aren/16013066,60 - 65K KM,Banten,2019 Lexus UX200 2.0 F Sport Hatchback - AT Hitam Metalik ...,397000000.0,,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/kia-grand-sedona-ultimate-dki-jakarta-duren-sawit/16023817,85 - 90K KM,DKI Jakarta,2018 KIA Grand Sedona 3.3 Ultimate MPV,260000000.0,KIA Grand Sedona,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/mitsubishi-xpander-sport-jawa-timur-surabaya/16023812,60 - 65K KM,Jawa Timur,2019 Mitsubishi Xpander 1.5 SPORT Wagon,210000000.0,Mitsubishi Xpander,4.8,automatic,mobil123.com
https://www.mobil123.com/dijual/hyundai-creta-prime-jawa-barat-sukmajaya/16013314,15 - 20K KM,Jawa Barat,2023 Hyundai Creta 1.5 Prime Wagon - AT Abu Sunroof Blueli...,305000000.0,,4.6,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-city-rs-honda-sensing-dki-jakarta-gunung-sahari/16023807,20 - 25K KM,DKI Jakarta,2022 Honda City 1.5 RS Honda Sensing Hatchback - RS Sensin...,243000000.0,Honda City,4.7,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-kijang-innova-g-banten-pondok-aren/16015538,75 - 80K KM,Banten,2013 Toyota Kijang Innova 2.5 G MPV - Diesel AT Silver 201...,217000000.0,Toyota Kijang Innova,4.7,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-cr-v-i-vtec-dki-jakarta-duren-sawit/16015714,55 - 60K KM,DKI Jakarta,2018 Honda CR-V 2.0 i-VTEC SUV - CVT CKD AT Merah Metalik ...,274000000.0,Honda CR-V,4.6,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-mobilio-rs-limited-edition-jawa-timur-surabaya/16023793,75 - 80K KM,Jawa Timur,2016 Honda Mobilio 1.5 RS Limited Edition MPV,168000000.0,Honda Mobilio,4.5,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-hr-v-prestige-banten-gading-serpong/16023790,50000 KM,Banten,"2016 Honda HR-V 1.8 Prestige SUV - ( TDP 55jt ) 1,8 AT Put...",225000000.0,Honda HR-V,4.4,automatic,mobil123.com
https://www.mobil123.com/dijual/daihatsu-ayla-r-banten-bsd/16003003,35 - 40K KM,Banten,2018 Daihatsu Ayla 1.2 R Hatchback - PROMO DP DAN CICILAN ...,111000000.0,Daihatsu Ayla,4.6,automatic,mobil123.com
https://www.mobil123.com/dijual/mg-zs-ignite-dki-jakarta-cengkareng/14991728,30 - 35K KM,DKI Jakarta,2020 MG ZS 1.5 Ignite Wagon - Lux Pemakaian 2021 Low KM 37...,175000000.0,MG ZS ,4.7,automatic,mobil123.com
https://www.mobil123.com/dijual/chevrolet-trailblazer-ltz-banten-gading-serpong/16023767,60000 KM,Banten,"2017 Chevrolet Trailblazer 2.5 LTZ SUV - ( TDP 35jt ) 2,5 ...",270000000.0,Chevrolet Trailblazer,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-hr-v-e-jawa-timur-surabaya/16023760,85 - 90K KM,Jawa Timur,2015 Honda HR-V 1.5 E SUV - KREDIT DP 20,185000000.0,Honda HR-V,4.4,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-fortuner-vrz-dki-jakarta-mangga-dua/16023749,55 - 60K KM,DKI Jakarta,2017 Toyota Fortuner 2.4 VRZ SUV - Diesel AT Hitam 2018 LO...,345000000.0,Toyota Fortuner,4.8,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-fortuner-vrz-dki-jakarta-kebayoran-lama/16023751,55 - 60K KM,DKI Jakarta,2017 Toyota Fortuner 2.4 VRZ SUV - Diesel AT Hitam 2018 LO...,345000000.0,Toyota Fortuner,4.8,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-kijang-innova-g-jawa-tengah-semarang/15801515,65 - 70K KM,Jawa Tengah,2021 Toyota Kijang Innova 2.0 G MPV,285000000.0,Toyota Kijang Innova,4.7,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-hr-v-prestige-jawa-tengah-semarang/15986738,100 - 105K KM,Jawa Tengah,2017 Honda HR-V 1.8 Prestige SUV,245000000.0,Honda HR-V,4.4,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-yaris-trd-sportivo-jawa-tengah-semarang/15742934,150 - 155K KM,Jawa Tengah,2012 Toyota Yaris 1.5 TRD Sportivo Hatchback,145000000.0,Toyota Yaris,4.6,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-fortuner-vrz-dki-jakarta-kebayoran-lama/16023751,55 - 60K KM,DKI Jakarta,2017 Toyota Fortuner 2.4 VRZ SUV - Diesel AT Hitam 2018 LO...,345000000.0,Toyota Fortuner,4.8,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-kijang-innova-g-jawa-tengah-semarang/15801515,65 - 70K KM,Jawa Tengah,2021 Toyota Kijang Innova 2.0 G MPV,285000000.0,Toyota Kijang Innova,4.7,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-hr-v-prestige-jawa-tengah-semarang/15986738,100 - 105K KM,Jawa Tengah,2017 Honda HR-V 1.8 Prestige SUV,245000000.0,Honda HR-V,4.4,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-yaris-trd-sportivo-jawa-tengah-semarang/15742934,150 - 155K KM,Jawa Tengah,2012 Toyota Yaris 1.5 TRD Sportivo Hatchback,145000000.0,Toyota Yaris,4.6,automatic,mobil123.com
https://www.mobil123.com/dijual/daihatsu-sirion-x-dki-jakarta-kuningan/16023743,15 - 20K KM,DKI Jakarta,2022 Daihatsu Sirion 1.3 X Hatchback - Cicilan Mobil DP Mu...,166000000.0,Daihatsu Sirion,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/daihatsu-sirion-x-dki-jakarta-tanah-abang/16023738,15 - 20K KM,DKI Jakarta,2022 Daihatsu Sirion 1.3 X Hatchback - Beli Mobil Bekas Mu...,166000000.0,Daihatsu Sirion,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/wuling-almaz-rs-pro-jawa-tengah-semarang/15827572,45 - 50K KM,Jawa Tengah,2021 Wuling Almaz 1.5 RS Pro Wagon,199000000.0,Wuling Almaz,4.9,automatic,mobil123.com
https://www.mobil123.com/dijual/honda-city-rs-dki-jakarta-thamrin/16023723,15 - 20K KM,DKI Jakarta,2024 Honda City 1.5 RS Hatchback - NIK 2023 Like New Condi...,249000000.0,Honda City,4.7,automatic,mobil123.com
https://www.mobil123.com/dijual/toyota-kijang-innova-v-jawa-tengah-semarang/15795180,105 - 110K KM,Jawa Tengah,2017 Toyota Kijang Innova 2.0 V MPV,260000000.0,Toyota Kijang Innova,4.7,automatic,mobil123.com
https://www.mobil123.com/dijual/hyundai-creta-prime-jawa-tengah-semarang/15209630,50 - 55K KM,Jawa Tengah,2022 Hyundai Creta 1.5 Prime Wagon,299000000.0,Hyundai Creta ,4.4,automatic,mobil123.com
https://www.mobil123.com/dijual/mitsubishi-xpander-exceed-jawa-tengah-semarang/15895613,155 - 160K KM,Jawa Tengah,2020 Mitsubishi Xpander 1.5 EXCEED Wagon,200000000.0,Mitsubishi Xpander,4.8,automatic,mobil123.com
https://www.mobil123.com/dijual/mazda-mx-5-dki-jakarta-ciracas/16023731,50 - 55K KM,DKI Jakarta,2012 Mazda MX-5 2.0 Convertible,385000000.0,Mazda MX-5,5.0,automatic,mobil123.com
https://www.mobil123.com/dijual/mitsubishi-xpander-cross-premium-package-dki-jakarta-mangga-dua/16020734,25 - 30K KM,DKI Jakarta,2021 Mitsubishi Xpander 1.5 CROSS Premium Package Wagon,225000000.0,Mitsubishi Xpander,4.8,automatic,mobil123.com
